#separator:tab
#html:true
#tags column:10
1	If A = 1 - 10 + 3 - 12 + 5 - 14 + 7 + … up to 60 terms, then what is the value of A?	-360	-310	-240	-270	4	Divide the given series into two parts,<br>⇒ A = (1 + 3 + 5 + 7 + 9 + 11 + ….. up to 30<sup>th</sup> term) - (10 + 12 + 14 + 16 + 18 + …. up to 30<sup>th</sup> term)<br>Sum of the series = [(number of terms(n))/2] × [2 × first term(a) + (n - 1)d]<br>⇒ A = {30/2 × [2 × 1 + (30 - 1) × 2]} - {30/2 × [2 × 10 + (30 - 1) × 2}<br>⇒ A = 900 - 1170<br>∴ A = -270		MATH::Progressions CGL::Mains::008
22	If 2x + 3y - 5z = 18, 3x + 2y + z = 29 and x + y + 3z = 17, then what is the value of xy + yz + zx?	32	52	64	46	2	2x + 3y - 5z = 18 ----(1)<br>3x + 2y + z = 29 ----(2)<br>x + y + 3z = 17 ----(3)<br>Multiply equation (3) by 2 and then subtracting equation (1) from (3)<br>⇒ (x + y + 3z) × 2 - (2x + 3y - 5z) = 17 × 2 - 18<br>⇒ 2x + 2y + 6z - 2x - 3y + 5z = 34 - 18<br>⇒ 11z - y = 16 ----(4)<br>Multiply equation (1) by 3 and (2) by 2 and then Subtracting equation (1) from (2)<br>⇒ (3x + 2y + z) × 2 - (2x + 3y - 5z) × 3 = 29 × 2 - 18 × 3<br>⇒ 6x + 4y + 2z - 6x - 9y + 15z = 58 - 54<br>⇒ 17z - 5y = 4 ----(5)<br>Multiply equation (4) by 5 and Subtracting equation (4) from (5)<br>⇒ 17z - 5y - (11z - y) × 5 = 4 - 16 × 5<br>⇒ 17z - 5y - 55z + 5y = 4 - 80<br>⇒ z = 2<br>By putting the z = 2 in equation (4)<br>⇒ 11 × 2 - y = 16<br>⇒ y = 6<br>By putting the value of y = 6 and z = 2 in equation (1)<br>⇒ 2x + 18 - 10 = 18<br>⇒ x = 5<br>∴ xy + yz + zx = 6 × 5 + 6 × 2 + 5 × 2 = 52		MATH::Algebra CGL::Mains::008
23	PQR is an equilateral triangle whose side is 10 cm. What is the value (in cm) of the in-radius of triangle PQR?	5/√3	10√3	10/√3	5√2	1	In-radius of an Equilateral Triangle is side of triangle/2√3<br>∴ In-radius = 10/2√3 = 5/√3 cm		MATH::Geometry CGL::Mains::008
24	What is the area (in cm) of the circum-circle of a triangle whose sides are 6 cm, 8 cm and 10 cm respectively?	275/7	550/7	2200/7	1100/7	2	<strong>Given:</strong><br>Sides of traingle 6 cm, 8 cm, 10 cm.<br><strong>Concept used:</strong><br>In a right-angled triangle<br>Circimradius(R) = hypotenuse(AC)/2<br><strong>Calculation:</strong><br>The given dimensions of the triangle are a triplet.<br>So, we conclude that the triangle is right angle triangle having base is 6 cm and a perpendicular 8 cm or base 8 cm and a perpendicular 6 cm.<br><img alt=""src="//storage.googleapis.com/tb-img/production/22/09/F4_Madhuri_SSC_12.09.2022_D1.png"><br>⇒ Area of triangle = ½ × (6 × 8) = 24 cm<br>⇒ Circum-radius (R) = hypotenuse/2 = 10/2 = 5 cm<br>∴ Area of the circum-circle of a triangle = πR<sup>2</sup>= 22/7 × (5 × 5) = 550/7 cm<br>∴ The correct answer is<strong> 550/7</strong> cm.<br><span><img height="26px"src="//cdn.testbook.com/resources/lms_creative_elements/alternate-methord-image.png"width="26px"><strong><span><u>Alternate Method</u></span></strong></span> Area of triangle = multiplications of all sides/4R<br>⇒ 24 = (6 × 8 × 10)/4R<br>⇒ R = 5cm<br>∴ Area of the circum-circle of a triangle = πR<sup>2</sup>= 22/7 × (5 × 5) = 550/7 cm		MATH::Geometry CGL::Mains::008
25	In the given figure, MNOP is a parallelogram PM is extended to Z. OZ intersects MN and PN at Y and X respectively. If OX = 27 cm and XY = 18 cm, then what is the length (in cm) of YZ?<br><img alt=""src="//storage.googleapis.com/tb-img/production/19/01/SSCMTS-Answer-Key-10th-Oct-S3_Vaibhavshree%20110.PNG">	21.4	22.5	23.8	24.5	2	In ΔXYN and ΔXOP,<br>∠YXN = ∠PXO (interior angle)<br>∠NYX = ∠POX (alternate interior angle)<br>∵ ΔXYN <span>∼</span> ΔXOP (by AA properties)<br>The ratio of the sides of two similar triangles is equal to the ratio of the corresponding sides<br>⇒ XY/OX = XN/PX<br>⇒ 18/27 = XN/PX<br>⇒ XN/PX = 2/3 ----(1)<br>In ΔPXZ and ΔOXN,<br>∠PXZ = ∠NXO (alternate interior angle)<br>∠XZP = ∠XON (alternate interior angle)<br>∵ ΔPXZ <span>∼</span> ΔNXO (by AA properties)<br>The ratio of the sides of two similar triangles is equal to the ratio of the corresponding sides<br>⇒ (ZY + YX)/XO = PX/XN<br>⇒ (ZY + 18)/27 = 3/2 (from equation, 1)<br>⇒ 2 × ZY + 36 = 81<br>⇒ ZY = 45/2<br>∴ ZY = 22.5		MATH::Geometry CGL::Mains::008
26	ABCD is a trapezium in which AB is parallel to CD and AB = 4CD. The diagonals of the trapezium intersect at O. What is the ratio of area of triangle DCO to the area of the triangle ABO?	1 : 4	1 : 2	1 : 8	1 : 16	4	Let CD be 1 cm so AB = 4 cm<br><img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q1.PNG"><br>In ΔDCO and ΔABO<br>⇒ ∠BDC = ∠DBA (alternate interior angle)<br>⇒ ∠ACD = ∠CAB (alternate interior angle)<br>∵ ΔDCO ≅ ΔABO (by AA properties)<br>The ratio of the areas of two similar triangles is equal to the ratio of the square of the corresponding sides.<br>⇒ Area of ΔDCO ∶ Area of ΔABO = (CD)<sup>2</sup>/ (AB)<sup>2</sup><br>⇒ Area of ΔDCO ∶ Area of ΔABO = (CD)<sup>2</sup>/ [4(CD)]<sup>2</sup><br>∴ Area of ΔDCO ∶ Area of ΔABO = 1 ∶ 16		MATH::Geometry CGL::Mains::008
27	In the given figure, ABC is an equilateral triangle. Two circles of radius 4 cm and 12 cm are inscribed in the triangle. What is the side (in cm) of an equilateral triangle?<br><img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q2.PNG">	32/√3	24√3	64/√3	64√2	2	Considering bigger circle of radius 12cm,<br>In-radius, r = side of equilateral triangle/2√3<br>⇒ 12 = side/2√3<br>⇒ Side = 24√3<br>∴ The side of an equilateral triangle = 24√3		MATH::Geometry CGL::Mains::008
28	In the given figure, SX = OX = OR. If QX = 3 cm and PQ = 9 cm, that what is the value (in cm) of OS?<br><img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q3.PNG">	6	5	4	3	4	According to above diagram,<br>SX<sup>2</sup> = XQ × XP [Tangent Theorem]<br>⇒ SX<sup>2</sup> = 3 × 12<br>⇒ SX<sup>2</sup>= 36<br>⇒ SX = 6 cm<br>∵ SX = OX = OR = 6 cm<br>⇒ OX = XQ + QO<br>⇒ 6 = 3 + QO<br>⇒ QO = 3 cm<br>⇒ PQ = OP + OQ<br>⇒ 9 = OP + 3<br>⇒ OP = 6 cm<br>According to above diagram,<br>OQ × OP = OS × OR<br>⇒ 3 × 6 = OS × 6<br>∴ OS = 3 cm		MATH::Geometry CGL::Mains::008
29	PAB and PCD are two secants to a circle. If PA = 10 cm, AB = 12 cm and PC = 11 cm, then what is the value (in cm) of PD?	18	9	20	12	3	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q4.PNG"><br>From the above diagram,<br>⇒ PA × PB = PC × PD<br>⇒ 10 × 22 = 11 × PD<br>⇒ PD = (10 × 22) /11<br>∴ PD = 20 cm		MATH::Geometry CGL::Mains::008
30	Triangle PQR is inscribed in a circle such that P, Q and R lie on the circumference. If PQ is the diameter of the circle and ∠PQR = 40°, then what is the value (in degrees) of ∠QPR?	40	45	50	55	3	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q5.PNG"><br>Diameter subtends 90° angle at a point on the circle.<br>ΔPQR is right angle triangle right angled at R, since it is given that PQ is the diameter of the circle<br>By angle sum properties,<br>⇒ ∠PQR + ∠QRP + ∠RPQ = 180°<br>⇒ 40° + 90° + ∠RPQ = 180°<br>∴ ∠RPQ = 50°		MATH::Geometry CGL::Mains::008
31	In the given figure, ∠QRU = 72°, ∠TRS = 15° and ∠PSR = 95°, then what is the value (in degrees) of ∠PQR?<br><img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q6.PNG">	95	85	75	90	2	Angle between any chord passing through the tangent point and tangent is equal to the angle Subtended by the chord to any point on the other side of circumference.<br>TRU is a tangent at R and RQ is a chord<br>∠URQ is an angle in the alternate segment of ∠RPQ<br>⇒ ∠RPQ = 72°<br>Similarly, ∠TRS is an angle in the alternate segment of ∠RPS<br>⇒ ∠RPS = 15°<br>So, ∠SPQ = ∠RPQ + ∠RPS = 72° + 15° = 87°<br>⇒ ∠TRS + ∠SRQ + ∠URQ = 180° (liner pair)<br>⇒ 72° + ∠SRQ + 15° = 180°<br>⇒ ∠SRQ = 93°<br>Using the properties sum of angles of quadrilateral,<br>⇒ ∠RSP ∠SPQ ∠PQR ∠QRS = 360°<br>⇒ 95° + 87° + ∠PQR + 93° = 360°<br>⇒ ∠PQR = 360<sup>o</sup> – 275°<br>∴ ∠PQR = 85°<br><u><strong><span><img height="26px"src="//cdn.testbook.com/resources/lms_creative_elements/shortcut-trick-image.png"width="26px"><strong><span><u>Shortcut Trick</u></span></strong></span></strong></u><br>As PQRS is a cyclic quadrilateral,<br>∠PSR + ∠PQR = 180<br>∴ ∠PQR = 180 - ∠PSR = 180 - 95 = 85°		MATH::Geometry CGL::Mains::008
32	What can be the maximum number of common tangent which can be drawn to two non-intersecting circles?	2	4	3	6	2	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q7.PNG"><br>PQ and AB are the direct common tangents.<br>RS and CD are the transverse common tangents.<br>∴ The maximum number of common tangents which can be drawn to two non-intersecting circles is 4.		MATH::Geometry CGL::Mains::008
33	Triangle PQR is inscribed in the circle whose radius is 14 cm. If PQ is the diameter of the circle and PR = 10 cm, then what is the area of the triangle PQR?	196 cm<sup>2</sup>	30√19 cm<sup>2</sup>	40√17 cm<sup>2</sup>	35√21 cm<sup>2</sup>	2	<strong>Given:</strong><br>Radius of the circle = 14 cm<br>PR = 10 cm<br><strong>Concept used:</strong><br>The angle of the semicircle is 90°.<br><strong>Calculation:</strong><br><strong><img alt=""src="//storage.googleapis.com/tb-img/production/22/04/F4_Madhuri_SSC_19.04.2022_D1.png"></strong><br>Diameter subtends 90° angle at a point on the circle.<br>ΔPQR is right angle triangle right angled at R, since it is given that PQ is the diameter of the circle<br>According to Pythagoras theorem,<br>⇒ PQ<sup>2</sup> = PR<sup>2</sup>+ RQ<sup>2</sup><br>⇒ 28<sup>2</sup> = 10<sup>2</sup> + RQ<sup>2</sup><br>⇒ RQ<sup>2</sup>= 684<br>⇒ RQ = 6√19cm<br>⇒ Area of triangle = ½ × (base × height)<br>⇒ Area of triangle = ½ × (6√19 × 10)<br>∴ Area of triangle = 30√19 cm<sup>2</sup>		MATH::Geometry CGL::Mains::008
34	PQR is a right angled triangle in which PQ = QR. If the hypotenuse of the triangle is 20 cm, then what is the area (in cm<sup>2</sup>) of the triangle PQR?	100√2 cm<sup>2</sup>	100 cm<sup>2</sup>	50√2 cm<sup>2</sup>	50 cm<sup>2</sup>	2	Let PQ = QR = x cm<br>According to Pythagoras theorem,<br>⇒ PR<sup>2</sup> = PQ<sup>2</sup> + QR<sup>2</sup><br>⇒ 20<sup>2</sup> = x<sup>2</sup> + x<sup>2</sup><br>⇒ x = √200<br>⇒ x = PQ = QR = 10√2cm<br>⇒ Area of triangle = ½ × (10√2 × 10√2)<br>⇒ Area of triangle = ½ × 200<br>∴ Area of triangle = 100 cm		MATH::Geometry CGL::Mains::008
35	PQRS is a square whose side is 20 cm. By joining opposite vertices of PQRS, four triangles have been formed. What is the sum of the perimeters of the four triangles?	40√2	80√2 + 80	40√2 + 40	40√2 + 80	2	<strong>Given:</strong><br>The side of square PQRS is 20cm<br><strong>Concept Used:</strong><br><strong>1</strong>. Diagonal of square = Side × √2<br><strong>2</strong>. Diagonals of a square bisect each other<br><strong>Calculation:</strong><br><span>Diagonal of square = 20√2</span><br><img alt=""src="//storage.googleapis.com/tb-img/production/23/12/F4_Savita_SSC_18.12.23_D2.png"><br>In ΔPOQ<br>PQ = 20 cm<br>PO = QO = (<span>20√2)/2 = 10√2 cm</span><br>⇒ Perimeter = <span>20 + 10√2 + 10√2 = (20 + 20√2) cm</span><br>Sum of the perimeters of four triangles = 4(20 + 20√2)<br><strong><span>∴ Sum of the perimeters of four triangles is (80 + 80√2) cm.</span></strong>		MATH::Geometry CGL::Mains::008
36	If ABCDEF is a regular hexagon, then what is the value (in degrees) of ∠ADB?	15	30	45	60	2	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q11.PNG"><br>Consider ΔBCD is isosceles triangle,<br>Cosine rule in ΔBCD, –<br>⇒ BC<sup>2</sup> + DC<sup>2</sup> = BD<sup>2</sup> + 2 × BC × DC × cos120° [∵ all internal angles of hexagon is 120°]<br>⇒ a<sup>2</sup> + a<sup>2</sup> = BD<sup>2</sup> – 2 × a × a × cos60° [∵ cos(180° – 60°) = -cos 60°]<br>⇒ BD<sup>2</sup> = 3a<sup>2</sup><br>⇒ BD = √3a<br>Now consider ΔABD,<br>⇒ tan∠ADB = AB/BD<br>⇒ tan∠ADB = a/√3a = 1/√3<br>⇒ tan∠ADB = tan 30°<br>∴ ∠ADB = 30°		MATH::Geometry CGL::Mains::008
37	ABCD is a square and CDE is an equilateral triangle outside the square. What is the value (in degrees) of ∠BEC?	15	30	25	10	1	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q12.PNG"><br>It is given that ΔCDE is an equilateral triangle<br>⇒ CD = DE = EC = CB<br>⇒ ∠DCE = ∠CED = ∠CDE = 60°<br>In ΔBEC<br>⇒ ∠BCE = ∠BCD + ∠DCE<br>⇒ ∠BCE = 90° + 60°<br>⇒ ∠BCE = 150°<br>⇒ ∠BCE + ∠BEC + ∠EBC = 180°<br>⇒ 150° + 2∠BEC = 180° (∵ EC = CB)<br>⇒ ∠BEC = 30°/2<br>∴ ∠BEC = 15°		MATH::Geometry CGL::Mains::008
38	There is a circular garden of radius 21 metres. A path of width 3.5 metres is constructed just outside the garden. What is the area (in m<sup>2</sup>) of the path?	500.5	575.6	521.2	560.7	1	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q13.PNG"><br>Radius of outer circle after path construction = (21 + 3.5) = 24.5m<br>Area of path = (area of outer circle) – (area of inner circle)<br>⇒ Area of path = π(24.5)<sup>2</sup> – π(21)<sup>2</sup><br>⇒ Area of path = π[(24.5)<sup>2</sup> – (21)<sup>2</sup>]<br>⇒ Area of path = π[(24.5 + 21) (24.5 – 21)]<br>⇒ Area of path = 22/7 × (45.5 × 3.5)<br>∴ Area of path = 500.5m<sup>2</sup>		MATH::Mensuration CGL::Mains::008
39	In the given figure, PQRS is a square whose side is 8 cm. PQS and QPR are two quadrants. A circle is placed touching both the quadrants and the square as shown in the figure. What is the area (in cm<sup>2</sup>) of the circle?<br><img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q14.PNG">	13/17	11/14	19/31	15/19	2	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q14a.PNG"><br>Let the radius of circle having centre at ‘O’ be ‘r’<br>⇒ OA = (8 + r) cm and OE = (8 – r) cm<br>By Pythagoras theorem,<br>⇒ (8 + r)<sup>2</sup> = (8 – r)<sup>2</sup> + 4<sup>2</sup><br>⇒ 64 + r<sup>2</sup>+ 16r = 64 + r<sup>2</sup> – 16r + 16<br>⇒ 32r = 16<br>⇒ r = 1/2 cm<br>⇒ Area of the circle = πr<sup>2</sup><br>⇒ Area of the circle = (22/7) × (1/2)<sup>2</sup><br>⇒ Area of the circle = 22/ (7 × 2 × 2)<br>∴ Area of the circle = 11/14 cm<span></span>		MATH::Mensuration CGL::Mains::008
40	The base of a prism is in the shape of an equilateral triangle. If the perimeter of the base is 18 cm and the height of the prism is 20 cm, then what is the volume (in cm<sup>3</sup>) of the prism?	180√3	30√6	60√2	120√3	1	Perimeter of base (equilateral triangle) = 3 × side = 18cm<br>⇒ Side of base = 6 cm<br>⇒ Area of base = side<sup>2</sup> × (√3/4)<br>⇒ Area of base = (√3/4) × 6 × 6<br>⇒ Area of base = 9√3cm<br>⇒ Volume of prism (V) = area of base × height<br>∴ Volume of prism (V) = 9√3 × 20 = 180√3 cm<sup>3</sup>		MATH::Mensuration CGL::Mains::008
41	The height of a cone is 24 cm and the area of the base is 154 cm<sup>2</sup>. What is the curved surface area (in cm<sup>2</sup>) of the cone?	484	550	525	515	2	As we know, the base of the cone is a circle with radius ‘r’<br>Area of the base of the cone = πr<sup>2</sup> = 154cm<br>⇒ r<sup>2</sup> = 154 × 7/22<br>⇒ r = 7cm<br>⇒ Slant height of the cone (l) = √(h<sup>2</sup> + r<sup>2</sup>)<br>⇒ l = √(24<sup>2</sup> + 7<sup>2</sup>)<br>⇒ l = 25cm<br>∴ Curved surface area (CSA) of the cone = π × r × l<br>⇒ CSA = (22/7) × 7 × 25<br>⇒ CSA = 550 cm<sup>2</sup>		MATH::Mensuration CGL::Mains::008
42	A right circular solid cylinder has radius of base 7 cm and height is 28 cm. It is melted to form a cuboid such that the ratio of its side is 2 ∶ 3 ∶ 6. What is the total surface area (in cm<sup>2</sup>) cuboid?	72 × (1078/9)<sup>2/3</sup>	36 × (2156/9)<sup>2/3</sup>	72 × (2156/9)<sup>2/3</sup>	36 × (1078/3)<sup>2/3</sup>	1	Ratio of the sides of a cuboid is 2 ∶ 3 ∶ 6<br>Let the length, breath and height of a cuboid be 2x, 3x and 6x<br>Volume of solid cylinder = Volume of cuboid<br>⇒ πr<sup>2</sup>h = 2x × 3x × 6x<br>⇒ (22/7) × 7 × 7 × 28 = 36x<sup>3</sup><br>⇒ x<sup>3</sup> = (22 × 7 × 7) /9<br>⇒ x = [(22 × 7 × 7) /9]<sup>1/3</sup><br>Total surface area of cuboid = 2(lb + bh + hl)<br>⇒ Total surface area of cuboid = 2(2x × 3x + 3x × 6x + 6x × 2x)<br>⇒ Total surface area of cuboid = 2(6x<sup>2</sup> + 18x<sup>2</sup> + 12x<sup>2</sup>)<br>⇒ Total surface area of cuboid = 2(36x<sup>2</sup>)<br>⇒ Total surface area of cuboid = 2 × 36 × [(22 × 7 × 7) /9]<sup>2/3</sup><br>∴ Total surface area cuboid = 72 × (1078/9)<sup>2/3</sup>		MATH::Mensuration CGL::Mains::008
43	A right circular cylinder is formed. A = Sum of total surface area and the area of the two bases. B = Curved surface area of this cylinder. If A ∶ B = 3 ∶ 2 and the volume of cylinder is 4312 cm<sup>3</sup>, then what is the sum of area (in cm<sup>2</sup>) of the two bases of this cylinder?	154	308	462	616	2	A = Sum of total surface area of cylinder and the area of the two bases<br>⇒ A = 2πr(r + h) + πr<sup>2</sup> + πr<sup>2</sup><br>⇒ A = 2πr<sup>2</sup> + 2πrh + 2πr<sup>2</sup><br>⇒ A = 4πr<sup>2</sup> + 2πrh<br>B = the curved surface area of this cylinder<br>⇒ B = 2πrh<br>⇒ A ∶ B = (4πr<sup>2</sup> + 2πrh) ∶ 2πrh<br>⇒ A/B = (4πr<sup>2</sup> + 2πr h) / (2πrh)<br>⇒ 3/2 = (2r + h) / h<br>⇒ 3h = 4r + 2h<br>⇒ h = 4r<br>⇒ Volume of cylinder = πr<sup>2</sup>h<br>⇒ 4312 = πr<sup>2</sup>4r<br>⇒ r<sup>3</sup>= 4312 × (7/22) × 1/4<br>⇒ r = 7cm<br>⇒ Sum of area of the two bases of this cylinder = πr<sup>2</sup> + πr<sup>2</sup><br>⇒ Sum of area of the two bases of this cylinder = 2πr<sup>2</sup><br>⇒ Sum of area of the two bases of this cylinder = 2 × (22/7) × 7 × 7<br>∴ Sum of area of the two bases of this cylinder = 308 cm<sup>2</sup>		MATH::Mensuration CGL::Mains::008
44	A solid sphere has a radius 21 cm. It is melted to form a cube. 20% material is wasted in this process. The cube is melted to form hemisphere. In this process 20% material is wasted. The hemisphere is melted to form two spheres of equal radius. 20% material was also wasted in this process. What is the radius (in cm) of each new sphere?	\(4.2\left( {\sqrt[3]{2}} \right)\)	\(2.2\left( {\sqrt[3]{2}} \right)\)	\(2.2\left( {\sqrt[3]{4}} \right)\)	\(8.4\left( {\sqrt[3]{4}} \right)\)	4	According to question,<br>4/3 × π × 21<sup>3</sup> × (1 – 20/100) × (1 – 20/100) × (1 – 20/100) = 2 × 4/3 × πr<sup>3</sup><br>Where, r = radius of two new spheres formed,<br>⇒ 21<sup>3</sup> × (1 – 20/100) × (1 – 20/100) × (1 – 20/100) = 2 × r<sup>3</sup><br>⇒ 21<sup>3</sup> × (4/5) × (4/5) × (4/5) = 2 × r<sup>3</sup><br>⇒ 21<sup>3</sup> × 4/5 × 4/5 × 2/5 = r<sup>3</sup><br>⇒ r<sup>3</sup> = [(21 × 2) / 5]<sup>3</sup> × 4<br>⇒ r = (42/5)∛4<br>⇒ r = 8.4∛4 cm<br>∴ Radius of each new sphere = 8.4∛4 cm		MATH::Mensuration CGL::Mains::008
45	A solid hemisphere has radius 14 cm. It is melted to form a cylinder such that the ratio of its curved surface area and total surface area is 2 : 3. What is the radius (in cm) of its base?	\(\frac{{10}}{{\sqrt[3]{3}}}\)	\(\frac{{14}}{{\sqrt[3]{3}}}\)	\(\frac{7}{{\sqrt[3]{3}}}\)	\(\frac{{21}}{{\sqrt[3]{3}}}\)	2	According to question,<br>Curved surface area of cylinder/Total surface area of cylinder = 2/3<br>⇒ 2πRh/2πR(R + h) = 2/3<br>⇒ h/ (R + h) = 2/3<br>⇒ 3h = 2R + 2h<br>⇒ h = 2R ---- (1)<br>∵ Volume of cylinder = Volume of solid hemisphere<br>⇒ πR<sup>2</sup>h = 2/3πr<sup>3</sup> (where, R = radius of cylinder and r = radius of solid hemisphere)<br>Putting value of ‘h’ from equation (1),<br>⇒ R<sup>2</sup> × 2R = (2/3) × 14 × 14 × 14<br>⇒ R<sup>3</sup> = (14 × 14 × 14)/3<br>⇒ R = 14/∛3<br>∴ Radius of its base = 14/∛3 cm		MATH::Mensuration CGL::Mains::008
46	A cuboid has dimensions 8 cm × 10 cm × 12 cm. It is cut into small cubes of side 2 cm. What is the percentage increase in the total surface area?	286.2	314.32	250.64	386.5	4	Volume of cuboid = 8 cm x 10 cm x 12 cm = 960 cm<br>Total surface area of cuboid = 2 × (lb + bh + hl)<br>⇒ total surface area. = 2 × (8 × 10 + 10 × 12 + 12 × 8) = 592<br>Let the number of small cubes formed be x<br>⇒ Volume of cubes = x × (volume of a cube) = 8x<br>∵ Volume of cubes = Volume of cuboid<br>⇒ 8x = 960<br>⇒ x = 120 (number of cubes formed)<br>Total surface area of cubes = 120 × (6 × side<sup>2</sup>)<br>⇒ Total surface area of cubes = 2880<br>⇒ Percentage increase in the total surface area = (2880 – 592) /592 × 100 = 386.50%		MATH::Mensuration CGL::Mains::008
47	A pyramid has a square base. The side of square is 12 cm and height of pyramid is 21 cm. The pyramid is cut into 3 parts by 2 cuts parallel to its base. The cuts are at height of 7 cm and 14 cm respectively from the base. What is the difference (in cm<sup>3</sup>) in the volume of top most and bottom most part?	872	944	<span></span>672<span></span>	918	3	<img alt=""src="//storage.googleapis.com/tb-img/production/18/12/CGL_T2_21feb_2_hindi_hrev_images_Q22.PNG"><br>Using similarity of the triangle<br>⇒ ΔABP ≅ ΔADR<br>The ratio of the sides of two similar triangles is equal to the ratio of the corresponding sides<br>⇒ AB/AD = BP/DR<br>⇒ 7/21 = BP/6<br>⇒ BP = 2<br>Side of square EFGH is 4 cm<br>Similarly, ΔABP ≅ ΔACQ<br>⇒ AB/AC = BP/CQ<br>⇒ 7/14 = 2/CQ<br>⇒ CQ = 4<br>Side of square IJKL is 8 cm<br>⇒ Volume of top most part of pyramid (V<sub>1</sub>) = (1/3) × h' × (area of base EFGH)<br>⇒ Volume of top most part of pyramid (V<sub>1</sub>) = (1/3) × 7 × 4 × 4<br>⇒ Volume of top most part of pyramid (V<sub>1</sub>) = (7/3) × 16<br>⇒ Area of square IJKL (A1) = 8 × 8<br>⇒ A1 = 64 cm<br>⇒ Area of square STUV (A2) = 12 × 12<br>⇒ A2 = 144 cm<br>⇒ Volume of bottom part of pyramid (V) = (1/3) × h × (A1 + √(A1 × A2) + A2)<br>⇒ Volume of bottom part of pyramid (V) = (1/3) × 7 × (64 + √(64 × 144) + 144)<br>⇒ Volume of bottom part of pyramid (V) = (7/3) × 304<br>The difference in the volume of top most and bottom most part = V – V1<br>⇒ The difference in the volume of top most and bottom most part = (7/3) × 304 – (7/3) × 16<br>⇒ The difference in the volume of top most and bottom most part = (7/3) × (304 – 16)<br>∴ The difference in the volume of top most and bottom most part = 672 cm<sup>3</sup>		MATH::Mensuration CGL::Mains::008
48	What is the value of [(sin4x + sin4y) × tan(2x – 2y)] / (cos4x + cos4y)?	tan2(2x + 3y)	tan2	cot(x – y)	tan(2x + 2y) tan(2x - 2y)	4	[(sin4x + sin4y) × tan(2x – 2y)] / (cos4x + cos4y)<br>\(\Rightarrow \frac{{2\sin \left( {\frac{{4x\; + \;4y}}{2}} \right)\cos \left( {\frac{{4x\; - \;4y}}{2}} \right)\tan \left( {2x\; - \;2y} \right)}}{{2cos\left( {\frac{{4x\; + \;4y}}{2}} \right)cos\left( {\frac{{4x\; - \;4y}}{2}} \right)}}\)<br>\(\Rightarrow \frac{{{\rm{sin}}\left( {2x\; + \;2y} \right){\rm{cos}}\left( {2x\; - \;2y} \right){\rm{tan}}\left( {2x\; - \;2y} \right)}}{{{\rm{cos}}\left( {2x\; + \;2y} \right){\rm{cos}}\left( {2x\; - \;2y} \right)}}\)<br>\(\Rightarrow tan2\left( {x\; + \;y} \right){\rm{tan}}\left( {2x - 2y} \right)\)<br>⇒ tan2(x + y) tan(2x - 2y)<br>∴ [(sin4x + sin4y) × tan(2x – 2y)] / (sin4x – sin4y) = tan(2x + 2y) tan(2x - 2y)		MATH::Trigonometry CGL::Mains::008
